id,framework,code,sourceKey,sourceVersion,linkedObjectiveCount,textIncludedInAsfaiPackage,sourceLandingPage
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.6.K-2,c3-social-studies,D2.Civ.6.K-2,c3-social-studies:D2.Civ.6.K-2,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.7.3-5,c3-social-studies,D2.Civ.7.3-5,c3-social-studies:D2.Civ.7.3-5,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.7.6-8,c3-social-studies,D2.Civ.7.6-8,c3-social-studies:D2.Civ.7.6-8,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.7.9-12,c3-social-studies,D2.Civ.7.9-12,c3-social-studies:D2.Civ.7.9-12,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.7.K-2,c3-social-studies,D2.Civ.7.K-2,c3-social-studies:D2.Civ.7.K-2,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.8.3-5,c3-social-studies,D2.Civ.8.3-5,c3-social-studies:D2.Civ.8.3-5,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.8.6-8,c3-social-studies,D2.Civ.8.6-8,c3-social-studies:D2.Civ.8.6-8,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.8.9-12,c3-social-studies,D2.Civ.8.9-12,c3-social-studies:D2.Civ.8.9-12,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.8.K-2,c3-social-studies,D2.Civ.8.K-2,c3-social-studies:D2.Civ.8.K-2,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.9.3-5,c3-social-studies,D2.Civ.9.3-5,c3-social-studies:D2.Civ.9.3-5,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.9.6-8,c3-social-studies,D2.Civ.9.6-8,c3-social-studies:D2.Civ.9.6-8,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.9.9-12,c3-social-studies,D2.Civ.9.9-12,c3-social-studies:D2.Civ.9.9-12,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Civ.9.K-2,c3-social-studies,D2.Civ.9.K-2,c3-social-studies:D2.Civ.9.K-2,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Eco.1.3-5,c3-social-studies,D2.Eco.1.3-5,c3-social-studies:D2.Eco.1.3-5,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Eco.1.6-8,c3-social-studies,D2.Eco.1.6-8,c3-social-studies:D2.Eco.1.6-8,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Eco.1.9-12,c3-social-studies,D2.Eco.1.9-12,c3-social-studies:D2.Eco.1.9-12,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Eco.1.K-2,c3-social-studies,D2.Eco.1.K-2,c3-social-studies:D2.Eco.1.K-2,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
https://education.asfai.org/frameworks/c3-social-studies/versions/2013-rev-2017/items/D2.Eco.10.3-5,c3-social-studies,D2.Eco.10.3-5,c3-social-studies:D2.Eco.10.3-5,2013 (rev. 2017),0,false,https://www.socialstudies.org/sites/default/files/c3/C3-Framework-for-Social-Studies.pdf
